Name,Notes
step-into-sexy,"['raspberry', ' violet leaf', ' freesia', 'violet', ' orchid', ' brazilian rosewood']"
azzaro-now-women,"['white tea', ' passionfruit', ' bergamot', 'aldehydes', ' tahitian tiare flower', ' jasmine']"
gypsy-water-eau-de-cologne,"['bergamot', ' lemon', ' juniper berries', ' pepper', 'pine tree', ' incense', ' orris root']"
encounter,"['rum', ' cardamom', ' mandarin orange', 'cognac', ' pepper', ' patchouli', ' jasmine']"
delices-de-cartier-eau-fruitee,"['rhubarb', ' mandarin orange', ' bergamot', 'cherry blossom', ' jasmine']"
gold,"['amber', ' vanilla', ' sandalwood', 'vanilla', ' iso e super']"
juice,"['raspberry', ' strawberry', 'bulgarian rose', ' cyclamen']"
provocative-woman,"['quince', ' ginger', ' lotus', ' raspberry', ' peach', 'orchid', ' pink freesia', ' apricot', ' papaya']"
true-love,"['apricot', ' peach', ' freesia', ' green notes', 'iris', ' rose', ' orris root', ' heliotrope', ' lily-of-the-valley', ' jasmine']"
desire-me,"['citruses', ' mandarin orange', ' clementine', 'green notes', ' peony', ' orchid', ' honeysuckle']"
aqua-allegoria-florabloom,"['mango', ' bergamot', ' lime', 'tuberose', ' iris', ' violet', ' rose']"
aqua-allegoria-tutti-kiwi,"['rhubarb', ' lemon', ' mandarin orange', 'kiwi', ' false jasmine', ' pelargonium']"
aqua-allegoria-forte-oud-yuzu,"['yuzu', 'agarwood (oud)']"
a-drop-d-issey-essentielle,"['green leaves', 'aquatic notes', ' lilac']"
lavender-coriander-cologne,"['sage', 'lavender', ' coriander']"
juicy-couture-oui,"['watermelon', ' pear', ' tea', ' acai berry', 'honeysuckle', ' jasmine', ' tuberose']"
madly-kenzo,"['pink pepper', ' african orange flower', 'incense', ' heliotrope', ' rose']"
crepusculum-mirabile-63,"['jasmine', 'sandalwood']"
musk-salama,"['white musk', ' fruits', 'white musk', ' amber']"
l-eau-jolie,"['pear', ' black currant', 'peach blossom', ' neroli']"
aoud-s,"['clove', ' cinnamon', ' bergamot', 'ylang-ylang', ' rose', ' jasmine', ' violet']"
beast-love,"['pear', ' plum', ' sicilian bergamot', 'leather', ' cedar', ' turkish rose', ' vetiver']"
toy,"['cardamom', ' juniper berries', ' mandarin orange', ' bergamot', 'lavender', ' violet', ' hawthorn']"
sintonia-maxx,"['spicy notes', ' herbal notes', 'woody notes', ' vetiver']"
linked-he,"['mandarin orange', ' water notes', ' bergamot', 'geranium', ' cyclamen', ' lilac', ' tincture of rose']"
hamdani,"['olibanum', ' myrhh', 'guaiac wood', ' cloves', ' honey']"
bushra,"['agarwood (oud)', ' saffron', 'spicy notes', ' floral notes']"
la-belle-et-l-ocelot-eau-de-toilette,"['apple blossom', ' pear', ' grapefruit', 'turkish rose', ' egyptian jasmine', ' iris']"
electric-cherry,"['cherry', ' ginger', 'jasmine sambac']"
dirty-velvet,"['pomelo', 'tobacco leaf', ' fig']"
cruz-del-sur-i,"['rum', ' grapes', ' bergamot', 'dried fruits', ' cloves', ' cumin', ' cedar', ' cinnamon']"
frsh-003-frv,"['lemon', 'vetiver']"
eau-03-positano-sunrise,"['violet', 'pia colada']"
classics-5-0,"['apple', ' cassis', 'geranium']"
moon-2012,"['ginger', ' citruses', ' cardamom', 'lily-of-the-valley', ' iris']"
se-swedish-experience-wild-hearts,"['rosemary', 'floral notes']"
giordani-white-gold,"['freesia', ' raspberry', ' hyacinth', ' mandarin orange', 'jasmine', ' nectarine', ' honeysuckle', ' rose']"
scent-of-liu-jo,"['violet leaf', ' lemon', ' cardamom', 'lily-of-the-valley', ' fig', ' jasmine']"
fan-di-fendi-blossom,"['pear', ' raspberry', ' pink pepper', 'japanese cherry blossom', ' magnolia', ' egyptian jasmine']"
wildblue,"['sage', ' tea', 'woodsy notes', ' cedar']"
in-me,"['pink grapefruit', ' pink pepper', ' raspberry', ' ginger', 'orange blossom', ' magnolia', ' jasmine sambac', ' indian jasmine', ' rose']"
mrs-incognito,"['grapefruit', ' sweet orange', ' pear', 'palisander rosewood', ' plum', ' passion flower']"
kaori-yuzu,"['lemon', ' yuzu', ' grapefruit', ' tangerine', 'green tea', ' rhubarb', ' white flowers', ' black currant', ' rose']"
eau-de-lacoste-l-12-12-blue,"['grapefruit', ' mint', 'sage', ' african orange flower']"
evening-mystique,"['carrot seeds', ' coriander', ' angelica', 'incense', ' tuscan iris', ' juniper berries', ' cypress', ' rose']"
this-is-me,"['milk', ' vanilla', 'cashmeran']"
brise-marine,"['sea notes', ' myrtle', ' bergamot', 'cyclamen', ' accia', ' lily-of-the-valley', ' ylang-ylang', ' coconut']"
heat,"['peach', ' orchid', ' magnolia', ' neroli', 'almond', ' macarons', ' musk', ' honeysuckle']"
rise,"['apricot', ' bergamot', ' basil', 'orchid', ' jasmine sambac', ' freesia']"
fig-porn,"['fig', ' pear', ' bergamot', 'peony', ' turkish rose', ' cedar']"
cafe-cafe-adventure,"['sage', ' lemon', ' bergamot', ' mandarin orange', 'nutmeg', ' geranium', ' jasmine', ' palisander rosewood', ' lily-of-the-valley']"
pomelo-fizz,"['grapefruit', ' tangerine', ' bergamot', 'black currant', ' orange blossom', ' artemisia']"
bohemian-water,"['lemon', ' juniper', ' bergamot', 'pine needles', ' orris root', ' incense']"
diesel-zero-plus-feminine,"['pineapple', ' nutmeg', ' cinnamon', ' red apple', ' plum', ' pepper', ' cassia', ' bitter orange', 'magnolia', ' orchid', ' lily-of-the-valley', ' jasmine', ' moroccan rose', ' iris']"
fawn,"['neroli', ' sicilian bergamot', ' magnolia', 'coconut milk', ' lily-of-the-valley', ' damask rose']"
precious-mettle-eau-de-toilette,"['mandarin orange', ' pink pepper', ' lavender', 'leather', ' moss', ' woody notes']"
ritm-rhythm,"['rice', ' mint', ' pink pepper', 'black currant leaf', ' buchu or agathosma', ' guaiac wood']"
cobra,"['tagetes', ' aldehydes', ' tangerine', ' orange', 'tuberose', ' spices', ' ylang-ylang', ' jasmine', ' peach', ' orange blossom', ' orris root', ' red berries']"
karl-lagerfeld-paradise-bay-for-women,"['litchi', ' pineapple', ' peach', 'magnolia', ' rose', ' jasmine']"
curve-appeal-for-women,"['mandarin orange', ' red apple', ' nectarine', 'violet', ' iris', ' jasmine']"
curve-chill-for-men,"['aldehydes', ' lime', ' bergamot', 'violet', ' green tea', ' white pepper', ' coriander']"
les-rendez-vous,"['red berries', ' lime', ' pear', 'rose', ' peony', ' violet', ' peach']"
elephant-roses,"['thyme', ' rock rose', ' osmanthus', 'ambergris', ' rose', ' jasmine']"
mediterranee,"['calone', ' green notes', ' tiare flower', 'sage', ' rose', ' labdanum']"
yacht-man-red,"['cardamom', ' grapefruit', 'earthy notes']"
bohemian-garden,"['peach blossom', ' pear', ' lemon', 'jasmine', ' lily-of-the-valley', ' rose', ' cotton flower', ' orange blossom']"
castelli-di-sabbia,"['dates', 'cardamom', ' cinnamon', ' black pepper']"
petali-e-spade,"['aldehydes', ' white peach', ' tea', ' bergamot', 'osmanthus', ' jasmine', ' magnolia']"
ganymedes,"['mineral notes', ' mandarin orange', ' cumin', ' cypriol oil or nagarmotha', 'violet', ' suede', ' black pepper', ' nutmeg', ' saffron']"
dynastie-vamp,"['lemon', ' mandarin orange', 'jasmine', ' gardenia']"
rook-by-rook,"['smoke', ' cardamom', ' incense', ' ginger', ' ylang-ylang', 'agarwood (oud)', ' tobacco', ' guaiac wood', ' violet']"
classico,"['lemon', ' cardamom', ' passionfruit', 'lavender', ' sage', ' basil']"
garage,"['metallic notes', ' cognac', ' black tea', 'hot iron', ' plastic', ' suede', ' tobacco', ' cedar', ' pine tree', ' woody notes']"
steel,"['lavender', ' violet leaf', 'sea notes', ' moss']"
english-lavender-contemporary-edition,"['clary sage', ' bergamot', 'lavender', ' violet', ' chamomile', ' eucalyptus', ' geranium', ' jasmine']"
hertz,"['fig', ' lemon', ' grapes', ' bergamot', 'red wine', ' rose', ' vanilla']"
willow-woods,"['red willow', ' heliotrope', 'balsam fir', ' pine']"
so-dupont-pour-femme-eau-de-toilette,"['pear', ' hyacinth', ' blackberry', ' ylang-ylang', 'peony', ' magnolia', ' lily-of-the-valley', ' jasmine']"
pure-mariposa,"['water notes', ' calone', ' yuzu', ' plum', ' black currant', ' orange', ' grapefruit', ' bergamot', 'fig', ' grass', ' osmanthus', ' tuberose', ' oakmoss', ' taif rose', ' lily-of-the-valley', ' jasmine']"
aurum,"['saffron', 'balsam fir', ' styrax', ' myrrh']"
tar,"['licorice', ' star anise', ' aldehydes', ' pineapple', ' bergamot', ' palisander rosewood', 'smoke', ' rum', ' oregano', ' cinnamon', ' lavender', ' lily-of-the-valley', ' ylang-ylang']"
message-in-a-perfume,"['magnolia', ' ylang-ylang', ' neroli', 'jasmine sambac', ' magnolia', ' orange blossom', ' ylang-ylang', ' neroli', ' rose oil']"
amour,"['peach', ' mandarin orange', 'iris', ' lily', ' freesia', ' lily-of-the-valley']"
icy-fantasy,"['wild strawberry', ' raspberry', ' granny smith apple', 'peach', ' violet', ' tea rose']"
majestic,"['mandarin orange', 'thyme']"
s-premium,"['bergamot', 'floral notes', ' rose', ' jasmine']"
emanuel-ungaro-apparition-wild-orange,"['bergamot', ' lime', ' cardamom', 'nutmeg', ' rosemary', ' lavender']"
fruit-d-amour-pink,"['red apple', ' blackberry', ' yuzu', 'rose', ' peony']"
hungary-water-eau-de-cologne,"['bergamot', ' mint', ' pink pepper', 'cypress', ' rosemary', ' geranium']"
cherry-noir,"['plum', ' bitter orange', ' red peony', 'cherry blossom', ' jasmine', ' gardenia']"
loubifunk,"['black currant', 'turkish rose']"
sweet-william,"['white pepper', ' cardamom', ' chinese cinnamon wood', ' galanga', 'ylang-ylang', ' tobacco blossom', ' rose water', ' fringed pink']"
magic-mushrooms,"['cypress', ' grapefruit', ' cardamom', 'mushroom', ' cannabis', ' green notes', ' cassis', ' davana', ' immortelle', ' clove', ' thyme', ' ylang ylang', ' lavender']"
blugirl-jus-no-1,"['grapefruit', ' amalfi lemon', ' pear', ' litchi', ' mandarin orange', 'sea water', ' champagne', ' jasmine', ' freesia', ' magnolia']"
bijan-wicked,"['red currant', ' bergamot', ' mandarin orange', 'blue lotus', ' jasmine']"
sweet-pulp,"['pear', ' peach', ' blood orange', ' bergamot', ' petitgrain', 'fig', ' rose']"
aquavibe-alfazema,"['green leaves', ' mint', ' eucalyptus', 'lavender', ' carnation', ' rose']"
celebre,"['cyclamen', ' fruity notes', ' pepper', 'peony', ' freesia', ' white magnolia', ' lily-of-the-valley', ' jasmine']"
far-away,"['coconut', ' ylang-ylang', ' peach', ' karo karounde', ' orange', 'jasmine', ' gardenia', ' violet', ' freesia', ' osmanthus', ' rose']"
mademoiselle-l-eau-tres-charmante,"['grapes', ' black currant', 'peony', ' pear']"
body-crystal-baccarat,"['peach', ' wormwood', 'rose', ' iris', ' sandalwood']"
omnia-golden-citrine,"['white peach', ' sicilian mandarin', 'ylang-ylang', ' jasmine']"
ck-in2u-for-him,"['lemon', ' tomato leaf', 'cacao pod']"
euphoria-blush,"['raspberry', ' mandarin orange', ' blackberry', ' pink pepper', 'rose', ' orchid', ' jasmine']"
mirror-by-kaws,"['neroli', ' turmeric', 'powdery notes', ' orange blossom']"
lemon,"['sicilian lemon', ' calabrian bergamot', ' petitgrain', 'ginger']"
mediterranean,"['plum', ' sicilian mandarin', ' peach', 'wisteria', ' magnolia', ' orchid']"
heaven-can-wait,"['cloves', ' carrot seeds', ' pimento seeds', ' ambrette', ' plum', 'iris', ' vetiver', ' magnolia', ' cashmeran', ' cedar']"
l-eau-d-issey-pivoine,"['peony', ' pear', 'raspberry']"
pleats-please-eau-de-parfum,"['peony', 'white flowers', ' sweet pea']"
red-roses-cologne,"['violet leaves', ' lemon', 'rose', ' bulgarian rose', ' turkish rose', ' damask rose', ' may rose', ' french rose']"
in-full-bloom,"['green notes', ' green tea', ' lemon', 'may rose', ' rose petals', ' lotus', ' peony']"
walk-on-air-sunshine,"['bergamot', ' magnolia petals', ' cyclamen', ' litchi', 'magnolia', ' night blooming cereus', ' ylang-ylang', ' egyptian jasmine', ' bulgarian rose']"
l-eau-kenzo-florale,"['peony', 'rose']"
abyssis,"['calypsone', ' black pepper', ' white pepper', 'ambroxan', ' cedar', ' sandalwood']"
juicy-flowers,"['red fruits', ' pear', ' pink pepper', ' citruses', 'rose', ' peach', ' sandalwood', ' jasmine']"
daisy-pop,"['grapefruit', ' yuzu', ' violet leaf', 'violet', ' jasmine', ' kumquat']"
cool-vibe,"['pear', ' citruses', ' water notes', ' green notes', ' apple', ' pink pepper', 'jasmine', ' tagetes', ' rose', ' violet']"
lady-million-eau-my-gold,"['mango', ' neroli', ' grapefruit', ' mandarin orange', ' bergamot', 'orange blossom', ' violet']"
romance-eau-de-parfum-intense,"['black currant', ' green mandarin', ' bergamot', 'violet leaves', ' marigold', ' rose', ' lily of the valley', ' ylang ylang']"
blue-lady,"['tuberose', ' ylang-ylang', ' african orange flower', ' violet leaf', 'jasmine', ' plum', ' narcissus', ' peach']"
cherish,"['granny smith apple', ' citruses', ' bellflower', 'bamboo', ' rose', ' jasmine']"
mukhallat-lil-abhaya-wa-shela,"['rose', ' saffron', 'amber', ' tobacco']"
vv-man,"['melon', ' orange', ' cardamom', ' mandarin orange', ' bergamot', 'pepper', ' cloves', ' violet', ' heliotrope', ' cinnamon', ' rose', ' jasmine']"
mademoiselle-rochas-in-black,"['blackberry', ' black tea', ' bergamot', 'leather', ' rose', ' hawthorn']"
risque-pour-femme-essence-de-parfum,"['bergamot', 'chamomile', ' hyacinth', ' peach', ' may rose', ' ylang-ylang', ' jasmine']"
little-kiss-cherry,"['litchi', ' yuzu', ' amalfi lemon', 'cherry blossom', ' camelia', ' lotus']"
oui-a-l-amour-collector-edition-2019,"['angelica', 'rose']"
uomo,"['bergamot', 'nutmeg']"
macaque,"['green apple', ' cedar', ' blood mandarin', 'galbanum', ' jasmine tea', ' palisander rosewood', ' honey', ' ylang-ylang', ' olibanum']"
aura,"['litchi', ' rose', 'tuberose']"
muse,"['green notes', ' bergamot', ' pink pepper', 'violet', ' lilac', ' rose']"
miss-o,"['kiwi', ' pineapple', ' grapefruit', ' black currant', ' bergamot', 'coconut milk', ' heliotrope', ' peach', ' lily']"
kensie-life-beat,"['wild berries', ' peach', ' fruits', ' citruses', ' cassis', ' coconut', ' apple', 'lily-of-the-valley', ' violet', ' magnolia', ' heliotrope', ' neroli', ' jasmine', ' rose', ' green notes', ' geranium']"
fresh-bloom,"['raspberry', ' mangosteen', 'may rose', ' jasmine sambac']"
her-secret-night,"['black currant', ' green apple', ' mandarin orange', ' lemon', 'orange blossom', ' gardenia']"
sisterland-red-rose,"['peach', ' grapefruit', 'iris flower', ' rose']"
dream-of-fly,"['black currant', ' mandarin orange', 'cherry blossom', ' jasmine']"
chevignon-cc,"['rosemary', ' grapefruit', ' caraway', ' bergamot', 'sea notes', ' jasmine', ' apple']"
lacoste-live,"['lime', 'green notes', ' watery notes']"
match-point,"['basil', ' grapefruit', ' pink pepper', 'gentiana', ' clary sage', ' geranium']"
south-pacific-sandalwood-perfume-oil,"['sandalwood', 'violet']"
this-is-her-undressed,"['orange blossom', ' ginger', 'ylang-ylang', ' skin', ' salt']"
endless,"['plum', ' red apple', ' ivy', ' pineapple', 'peony', ' magnolia', ' jasmine', ' chamomile', ' cloves']"
adidas-ice-dive,"['mint', ' grapefruit', ' lavender', ' bergamot', ' yuzu', ' mandarin orange', ' kiwi', ' anise', 'geranium', ' sandalwood', ' patchouli']"
adidas-moves-0-01-moment-of-truth,"['mandarin orange', ' pear leaf', ' bergamot leaf', 'coriander', ' cardamom', ' freesia', ' violet leaf']"
animale-instinct-femme,"['bergamot', ' mandarin orange', ' gardenia', 'orange blossom', ' narcissus', ' jasmine', ' peony']"
chaleur-d-animale,"['sage', ' graperfuit', ' cassia', ' bergamot', ' mandarin orange', 'geranium', ' freesia', ' violet', ' nutmeg', ' coriander', ' cardamom', ' orchid']"
agartha,"['fruity notes', ' mimosa', 'hay', ' honey', ' cardamom']"
burnt-roses,"['aldehydes', ' ozonic notes', ' black pepper', ' salt', 'bulgarian rose', ' lavender', ' cinnamon', ' oakmoss']"
suede-pony,"['pineapple', ' saffron', ' plum', ' cardamom', 'suede', ' violet', ' hazelnut', ' coconut water']"
cafe-gold-label,"['frangipani', ' litchi', ' bergamot', 'ylang-ylang', ' peony', ' magnolia']"
la-fille-de-l-air-2021,"['neroli', ' bergamot', 'orange blossom', ' neoprene']"
diesel-fuel-for-life-cologne-for-men,"['star anise', ' pink pepper', 'lavender', ' raspberry']"
only-the-brave-silver,"['mandarin orange', ' citron', ' coriander', ' lemon', 'rosemary', ' labdanum', ' violet leaf']"
madonna-of-the-almonds,"['lemon', ' bergamot', 'almond blossom', ' fruity notes', ' almond', ' spices', ' jasmine', ' vanille']"
passion,"['papaya', ' black currant', ' peach', ' blood orange', ' mandarin orange', 'jasmine', ' violet', ' heliotrope', ' tiare flower', ' rose']"
guess-seductive-i-m-yours,"['passionfruit', ' peony', 'magnolia', ' orchid', ' tiare flower', ' lily']"
whispers-of-enlightenment,"['peach', ' pink pepper', 'rose', ' jasmine']"
live-your-dream,"['white pepper', ' water lily', ' floral notes', ' lily-of-the-valley', 'bulgarian rose', ' jasmine']"
sky,"['pear', ' bergamot', ' pink pepper', 'lily-of-the-valley', ' lotus', ' rose']"
tyrannique,"['french orange flower', ' neroli', ' sweet orange', 'tuberose', ' lilac', ' ylang-ylang', ' magnolia']"
jaguar-for-men-evolution,"['mint', ' bergamot', ' orange', ' basil', 'clary sage', ' lavender', ' cardamom', ' apple']"
plumeria-supercritique,"['almond', ' red berries', ' bergamot', 'iris', ' heliotrope']"
les-delices,"['lemon', ' grapefruit', ' green tea', 'sweet notes', ' lemon blossom', ' peony']"
wood-by-maissa,"['artemisia', ' orange', ' mint', 'olibanum', ' iris']"
kitrea,"['lemon', ' bergamot', ' honey', 'fruity notes']"
j-mat,"['white peach', ' ginger', 'lilac', ' star jasmine']"
colour-me-blue,"['citruses', ' green notes', 'mint', ' lavender', ' spicy notes', ' floral notes']"
spicy,"['white pepper', ' nutmeg', 'star anise', ' cinnamon']"
handsome-black,"['mango', ' tangerine', ' aldehydes', ' lemon', 'moss', ' sea notes', ' amber', ' violet']"
forte-di-acqua,"['italian lemon', ' orange blossom', ' hawthorn', 'lavender', ' ambroxan']"
iris-flame,"['lemon', ' grapefruit', 'lavender', ' iris']"
cherry-temptation,"['orange', ' lemon', ' pineapple', ' apple', 'cherry', ' red berries']"
udv-black,"['bergamot', ' grapefruit', ' green apple', 'pine tree', ' rosemary', ' geranium', ' white flowers']"
forum-lavanda,"['lavender', ' rosemary', ' black currant', 'virginia cedar', ' lily-of-the-valley', ' jasmine']"
tory-burch,"['mandarin orange', ' grapefruit', ' neroli', ' pink pepper', ' cassis', 'peony', ' jasmine', ' carrot seeds', ' alyssum', ' tuberose', ' mimosa']"
flor-d-arancio,"['african orange flower', 'ylang-ylang', ' lily-of-the-valley', ' jasmine']"
rose-amber,"['pink pepper', ' davana', ' neroli', ' cassis', ' bergamot', 'rose', ' cinnamon', ' lavender', ' orris', ' jasmine']"
de-licious,"['dark chocolate', ' orange', ' anise', ' yuzu', ' labdanum', 'honey', ' dried fruits', ' castoreum', ' patchouli', ' civet']"
